,Genome,Order,Family,Genus,VC,VC Status,Size,VC Subcluster,VC Subcluster Size,Quality,Adj P-value,Topology Confidence Score,Genera in VC,Families in VC,Orders in VC,Genus Confidence Score
1180,BeeP-Q2-2013_NODE_1_length_14516_cov_25_692361,Unassigned,Unassigned,Unassigned,112_1,Clustered,5,VC_112_1,5,0.2294,0.99536464,0.2283,2,2,2,1.0
1181,BeeP-Q2-2013_NODE_2_length_10668_cov_13_893022,Unassigned,Unassigned,Unassigned,114_0,Clustered,3,VC_114_0,3,0.5518,0.94989524,0.5242,1,1,1,1.0
1182,BeeP-Q2-2013_NODE_5_length_4685_cov_16_679905,Unassigned,Unassigned,Unassigned,113_0,Clustered,2,VC_113_0,2,0.0625,0.91492392,0.0572,1,1,1,1.0
1183,BeeP-Q2-2013_NODE_7_length_3310_cov_12_857408,Unassigned,Unassigned,Unassigned,114_0,Clustered,3,VC_114_0,3,0.5518,0.94989524,0.5242,1,1,1,1.0
1184,Brevibacillus~phage~Abouo,Caudovirales,Myoviridae,Abouovirus,272_0,Clustered,4,VC_272_0,4,0.6027,0.99997878,0.6027,2,1,1,1.0
1185,Brevibacillus~phage~Davies,Caudovirales,Myoviridae,Abouovirus,272_0,Clustered,4,VC_272_0,4,0.6027,0.99997878,0.6027,2,1,1,1.0
1186,Brevibacillus~phage~Jimmer1,Caudovirales,Myoviridae,Jimmervirus,272_0,Clustered,4,VC_272_0,4,0.6027,0.99997878,0.6027,2,1,1,1.0
1187,Brevibacillus~phage~Osiris,Caudovirales,Myoviridae,Jimmervirus,272_0,Clustered,4,VC_272_0,4,0.6027,0.99997878,0.6027,2,1,1,1.0
1188,Brochothrix~phage~NF5,Caudovirales,Siphoviridae,Unassigned,471_0,Clustered,5,VC_471_0,5,0.0572,0.99993506,0.0572,1,2,2,0.8
1189,Brucella~phage~Pr,Caudovirales,Podoviridae,Prtbvirus,494_0,Clustered,2,VC_494_0,2,0.7649,0.94328181,0.7215,1,1,1,1.0
1190,Brucella~phage~Tb,Caudovirales,Podoviridae,Prtbvirus,494_0,Clustered,2,VC_494_0,2,0.7649,0.94328181,0.7215,1,1,1,1.0
1191,Burkholderia~phage~Bcep176,Caudovirales,Siphoviridae,Unassigned,124_0,Clustered,5,VC_124_0,5,0.2463,0.99999996,0.2463,2,1,1,1.0
1192,Burkholderia~phage~BcepB1A,Caudovirales,Myoviridae,Unassigned,385_0,Clustered,2,VC_385_0,2,0.0434,0.95047618,0.0413,1,1,1,1.0
1193,Burkholderia~phage~JG068,Caudovirales,Podoviridae,Unassigned,48_0,Clustered,10,VC_48_0,10,0.2304,1.0,0.2304,2,1,1,1.0
1194,Burkholderia~phage~KL1,Caudovirales,Siphoviridae,Septima3virus,1_0,Clustered,10,VC_1_0,10,0.7158,1.0,0.7158,3,1,1,1.0
1195,Burkholderia~phage~KL3,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1196,Burkholderia~phage~KS14,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1197,Burkholderia~phage~KS5,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1198,Burkholderia~phage~KS9,Caudovirales,Siphoviridae,E125virus,124_0,Clustered,5,VC_124_0,5,0.2463,0.99999996,0.2463,2,1,1,1.0
1199,Burkholderia~phage~ST79,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1200,Burkholderia~virus~Bcep1,Caudovirales,Myoviridae,Bcep78virus,56_0,Clustered,4,VC_56_0,4,0.6426,0.99997278,0.6426,1,1,1,1.0
1201,Burkholderia~virus~Bcep22,Caudovirales,Podoviridae,Bcep22virus,172_0,Clustered,4,VC_172_0,4,0.7063,0.99993967,0.7063,1,1,1,1.0
1202,Burkholderia~virus~Bcep43,Caudovirales,Myoviridae,Bcep78virus,56_0,Clustered,4,VC_56_0,4,0.6426,0.99997278,0.6426,1,1,1,1.0
1203,Burkholderia~virus~Bcep781,Caudovirales,Myoviridae,Bcep78virus,56_0,Clustered,4,VC_56_0,4,0.6426,0.99997278,0.6426,1,1,1,1.0
1204,Burkholderia~virus~BcepNY3,Caudovirales,Myoviridae,Bcep78virus,56_0,Clustered,4,VC_56_0,4,0.6426,0.99997278,0.6426,1,1,1,1.0
1205,Burkholderia~virus~Bcepil02,Caudovirales,Podoviridae,Bcep22virus,172_0,Clustered,4,VC_172_0,4,0.7063,0.99993967,0.7063,1,1,1,1.0
1206,Burkholderia~virus~Bcepmigl,Caudovirales,Podoviridae,Bcep22virus,172_0,Clustered,4,VC_172_0,4,0.7063,0.99993967,0.7063,1,1,1,1.0
1207,Burkholderia~virus~DC1,Caudovirales,Podoviridae,Bcep22virus,172_0,Clustered,4,VC_172_0,4,0.7063,0.99993967,0.7063,1,1,1,1.0
1208,Burkholderia~virus~phi1026b,Caudovirales,Siphoviridae,E125virus,124_0,Clustered,5,VC_124_0,5,0.2463,0.99999996,0.2463,2,1,1,1.0
1209,Burkholderia~virus~phi52237,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1210,Burkholderia~virus~phi6442,Caudovirales,Siphoviridae,E125virus,124_0,Clustered,5,VC_124_0,5,0.2463,0.99999996,0.2463,2,1,1,1.0
1211,Burkholderia~virus~phiE122,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1212,Burkholderia~virus~phiE125,Caudovirales,Siphoviridae,E125virus,124_0,Clustered,5,VC_124_0,5,0.2463,0.99999996,0.2463,2,1,1,1.0
1213,Burkholderia~virus~phiE202,Caudovirales,Myoviridae,P2virus,99_0,Clustered,29,VC_99_0,29,0.8448,1.0,0.8448,1,1,1,1.0
1214,Campylobacter~phage~CP30A,Caudovirales,Myoviridae,Cp8virus,60_0,Clustered,4,VC_60_0,4,0.1234,0.99998793,0.1234,1,1,1,1.0
1215,Campylobacter~phage~PC14,Caudovirales,Myoviridae,Cp8virus,60_0,Clustered,4,VC_60_0,4,0.1234,0.99998793,0.1234,1,1,1,1.0
1216,Campylobacter~virus~CP21,Caudovirales,Myoviridae,Cp220virus,61_0,Clustered,3,VC_61_0,3,0.1311,0.9985956,0.1309,1,1,1,1.0
1217,Campylobacter~virus~CP220,Caudovirales,Myoviridae,Cp220virus,61_0,Clustered,3,VC_61_0,3,0.1311,0.9985956,0.1309,1,1,1,1.0
1218,Campylobacter~virus~CPX,Caudovirales,Myoviridae,Cp8virus,60_0,Clustered,4,VC_60_0,4,0.1234,0.99998793,0.1234,1,1,1,1.0
1219,Campylobacter~virus~CPt10,Caudovirales,Myoviridae,Cp220virus,61_0,Clustered,3,VC_61_0,3,0.1311,0.9985956,0.1309,1,1,1,1.0
1220,Campylobacter~virus~NCTC12673,Caudovirales,Myoviridae,Cp8virus,60_0,Clustered,4,VC_60_0,4,0.1234,0.99998793,0.1234,1,1,1,1.0
1221,Caulobacter~phage~Percy,Caudovirales,Podoviridae,Unassigned,48_0,Clustered,10,VC_48_0,10,0.2304,1.0,0.2304,2,1,1,1.0
1222,Caulobacter~virus~Karma,Caudovirales,Siphoviridae,Phicbkvirus,669_0,Clustered,4,VC_669_0,4,0.493,0.96853177,0.4775,1,1,1,1.0
1223,Caulobacter~virus~Magneto,Caudovirales,Siphoviridae,Phicbkvirus,669_0,Clustered,4,VC_669_0,4,0.493,0.96853177,0.4775,1,1,1,1.0
1224,Caulobacter~virus~Swift,Caudovirales,Siphoviridae,Phicbkvirus,669_0,Clustered,4,VC_669_0,4,0.493,0.96853177,0.4775,1,1,1,1.0
1225,Caulobacter~virus~phiCbK,Caudovirales,Siphoviridae,Phicbkvirus,669_0,Clustered,4,VC_669_0,4,0.493,0.96853177,0.4775,1,1,1,1.0
1226,Celeribacter~phage~P12053L,Caudovirales,Podoviridae,Unassigned,560_0,Clustered,2,VC_560_0,2,0.3153,0.94071428,0.2966,1,1,1,1.0
1227,Cellulophaga~phage~phi10:1,Caudovirales,Siphoviridae,Unassigned,624_0,Clustered,2,VC_624_0,2,0.5314,0.92263554,0.4903,1,1,1,1.0
1228,Cellulophaga~phage~phi12:1,Caudovirales,Siphoviridae,Cba181virus,672_0,Clustered,3,VC_672_0,3,1.0,1.0,1.0,1,1,1,1.0
1229,Cellulophaga~phage~phi12:2,Unassigned,Microviridae,Unassigned,673_0,Clustered,2,VC_673_0,2,1.0,1.0,1.0,1,1,1,1.0
1230,Cellulophaga~phage~phi12a:1,Unassigned,Microviridae,Unassigned,673_0,Clustered,2,VC_673_0,2,1.0,1.0,1.0,1,1,1,1.0
1231,Cellulophaga~phage~phi13:2,Caudovirales,Podoviridae,Unassigned,670_0,Clustered,4,VC_670_0,4,0.9284,0.99963316,0.928,1,1,1,1.0
1232,Cellulophaga~phage~phi17:1,Caudovirales,Siphoviridae,Cba181virus,672_0,Clustered,3,VC_672_0,3,1.0,1.0,1.0,1,1,1,1.0
1233,Cellulophaga~phage~phi17:2,Caudovirales,Podoviridae,Cba41virus,671_0,Clustered,2,VC_671_0,2,0.9508,0.89435023,0.8504,1,1,1,1.0
1234,Cellulophaga~phage~phi18:1,Caudovirales,Siphoviridae,Cba181virus,672_0,Clustered,3,VC_672_0,3,1.0,1.0,1.0,1,1,1,1.0
1235,Cellulophaga~phage~phi18:3,Caudovirales,Podoviridae,Unassigned,670_0,Clustered,4,VC_670_0,4,0.9284,0.99963316,0.928,1,1,1,1.0
1236,Cellulophaga~phage~phi19:1,Caudovirales,Siphoviridae,Unassigned,624_0,Clustered,2,VC_624_0,2,0.5314,0.92263554,0.4903,1,1,1,1.0
1237,Cellulophaga~phage~phi19:3,Caudovirales,Podoviridae,Unassigned,670_0,Clustered,4,VC_670_0,4,0.9284,0.99963316,0.928,1,1,1,1.0
1238,Cellulophaga~phage~phi46:3,Caudovirales,Podoviridae,Unassigned,670_0,Clustered,4,VC_670_0,4,0.9284,0.99963316,0.928,1,1,1,1.0
1239,Cellulophaga~phage~phi4:1,Caudovirales,Podoviridae,Cba41virus,671_0,Clustered,2,VC_671_0,2,0.9508,0.89435023,0.8504,1,1,1,1.0
1240,Cellulophaga~phage~phiSM,Caudovirales,Myoviridae,Unassigned,544_0,Clustered,3,VC_544_0,3,0.8869,0.97408504,0.8639,1,2,2,1.0
1241,Chimpanzee~faeces~associated~microphage~1,Unassigned,Microviridae,Unassigned,300_0,Clustered,2,VC_300_0,2,0.3692,0.96536006,0.3564,1,1,1,1.0
1242,Chimpanzee~faeces~associated~microphage~2,Unassigned,Microviridae,Unassigned,284_0,Clustered,13,VC_284_0,13,0.8242,1.0,0.8242,3,2,1,1.0
1243,Chimpanzee~faeces~associated~microphage~3,Unassigned,Microviridae,Unassigned,300_0,Clustered,2,VC_300_0,2,0.3692,0.96536006,0.3564,1,1,1,1.0
1244,Chlamydia~phage~2,Unassigned,Microviridae,Chlamydiamicrovirus,284_0,Clustered,13,VC_284_0,13,0.8242,1.0,0.8242,3,2,1,1.0
1245,Chlamydia~phage~4,Unassigned,Microviridae,Chlamydiamicrovirus,284_0,Clustered,13,VC_284_0,13,0.8242,1.0,0.8242,3,2,1,1.0
1246,Chlamydia~virus~CPAR39,Unassigned,Microviridae,Chlamydiamicrovirus,284_0,Clustered,13,VC_284_0,13,0.8242,1.0,0.8242,3,2,1,1.0
1247,Citrobacter~phage~CR44b,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1248,Citrobacter~phage~CR8,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1249,Citrobacter~phage~CVT22,Caudovirales,Podoviridae,Unassigned,503_0,Clustered,6,VC_503_0,6,0.4822,1.0,0.4822,1,3,2,1.0
1250,Citrobacter~phage~IME-CF2,Caudovirales,Myoviridae,Kp15virus,59_16,Clustered,8,VC_59_16,8,0.0622,1.0,0.0622,1,1,1,1.0
1251,Citrobacter~phage~Margaery,Caudovirales,Myoviridae,Kp15virus,59_16,Clustered,8,VC_59_16,8,0.0622,1.0,0.0622,1,1,1,1.0
1252,Citrobacter~phage~Merlin,Caudovirales,Myoviridae,Moonvirus,59_2,Clustered,2,VC_59_2,2,0.0057,0.8952408,0.0051,1,1,1,1.0
1253,Citrobacter~phage~Michonne,Caudovirales,Myoviridae,Mooglevirus,26_0,Clustered,16,VC_26_0,16,0.8353,1.0,0.8353,3,1,1,1.0
1254,Citrobacter~phage~Miller,Caudovirales,Myoviridae,Kp15virus,59_16,Clustered,8,VC_59_16,8,0.0622,1.0,0.0622,1,1,1,1.0
1255,Citrobacter~phage~Moogle,Caudovirales,Myoviridae,Mooglevirus,26_0,Clustered,16,VC_26_0,16,0.8353,1.0,0.8353,3,1,1,1.0
1256,Citrobacter~phage~Moon,Caudovirales,Myoviridae,Moonvirus,59_2,Clustered,2,VC_59_2,2,0.0057,0.8952408,0.0051,1,1,1,1.0
1257,Citrobacter~phage~SH1,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1258,Citrobacter~phage~SH2,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1259,Citrobacter~phage~SH3,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1260,Citrobacter~phage~SH4,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1261,Citrobacter~phage~phiCFP-1,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1262,Citrobacter~phage~vB_CfrM_CfP1,Caudovirales,Myoviridae,Kp15virus,59_16,Clustered,8,VC_59_16,8,0.0622,1.0,0.0622,1,1,1,1.0
1263,Citrobacter~virus~Stevie,Caudovirales,Siphoviridae,Tlsvirus,297_0,Clustered,25,VC_297_0,25,0.7743,1.0,0.7743,6,1,1,0.9567
1264,Clavibacter~phage~CMP1,Caudovirales,Siphoviridae,Unassigned,571_0,Clustered,3,VC_571_0,3,0.9125,0.9595722,0.8756,1,1,1,1.0
1265,Clavibacter~phage~CN1A,Caudovirales,Siphoviridae,Unassigned,571_0,Clustered,3,VC_571_0,3,0.9125,0.9595722,0.8756,1,1,1,1.0
1266,Clostridium~phage~CDMH1,Caudovirales,Myoviridae,Cd119virus,273_1,Clustered,4,VC_273_1,4,0.2927,0.9999816,0.2927,1,1,1,1.0
1267,Clostridium~phage~PhiS63,Caudovirales,Siphoviridae,Unassigned,446_0,Clustered,3,VC_446_0,3,0.2036,0.99681567,0.2029,1,1,1,1.0
1268,Clostridium~phage~phi3626,Caudovirales,Siphoviridae,Unassigned,446_0,Clustered,3,VC_446_0,3,0.2036,0.99681567,0.2029,1,1,1,1.0
1269,Clostridium~phage~phi8074-B1,Caudovirales,Siphoviridae,Unassigned,679_0,Clustered,3,VC_679_0,3,0.5401,0.91557232,0.4945,1,1,1,1.0
1270,Clostridium~phage~phiCD111,Caudovirales,Siphoviridae,Unassigned,676_0,Clustered,3,VC_676_0,3,0.5759,0.99723817,0.5743,1,1,1,1.0
1271,Clostridium~phage~phiCD146,Caudovirales,Siphoviridae,Unassigned,676_0,Clustered,3,VC_676_0,3,0.5759,0.99723817,0.5743,1,1,1,1.0
1272,Clostridium~phage~phiCD38-2,Caudovirales,Siphoviridae,Unassigned,676_0,Clustered,3,VC_676_0,3,0.5759,0.99723817,0.5743,1,1,1,1.0
1273,Clostridium~phage~phiCD481-1,Caudovirales,Myoviridae,Unassigned,677_0,Clustered,5,VC_677_0,5,0.5666,0.99999988,0.5666,1,1,1,1.0
1274,Clostridium~phage~phiCD506,Caudovirales,Myoviridae,Unassigned,677_0,Clustered,5,VC_677_0,5,0.5666,0.99999988,0.5666,1,1,1,1.0
1275,Clostridium~phage~phiCDHM11,Caudovirales,Myoviridae,Unassigned,677_0,Clustered,5,VC_677_0,5,0.5666,0.99999988,0.5666,1,1,1,1.0
1276,Clostridium~phage~phiCDHM13,Caudovirales,Myoviridae,Unassigned,677_0,Clustered,5,VC_677_0,5,0.5666,0.99999988,0.5666,1,1,1,1.0
1277,Clostridium~phage~phiCDHM19,Caudovirales,Myoviridae,Cd119virus,273_0,Clustered,2,VC_273_0,2,0.1066,0.95213526,0.1015,1,1,1,1.0
1278,Clostridium~phage~phiCP13O,Caudovirales,Siphoviridae,Unassigned,448_0,Clustered,4,VC_448_0,4,0.9106,0.99993438,0.9105,1,1,1,1.0
1279,Clostridium~phage~phiCP26F,Caudovirales,Siphoviridae,Unassigned,448_0,Clustered,4,VC_448_0,4,0.9106,0.99993438,0.9105,1,1,1,1.0
1280,Clostridium~phage~phiCP34O,Caudovirales,Siphoviridae,Unassigned,448_0,Clustered,4,VC_448_0,4,0.9106,0.99993438,0.9105,1,1,1,1.0
1281,Clostridium~phage~phiCP39-O,Caudovirales,Siphoviridae,Unassigned,448_0,Clustered,4,VC_448_0,4,0.9106,0.99993438,0.9105,1,1,1,1.0
1282,Clostridium~phage~phiCP7R,Caudovirales,Podoviridae,Unassigned,678_0,Clustered,3,VC_678_0,3,0.8114,0.9595722,0.7786,1,1,1,1.0
1283,Clostridium~phage~phiCPV4,Caudovirales,Podoviridae,Unassigned,678_0,Clustered,3,VC_678_0,3,0.8114,0.9595722,0.7786,1,1,1,1.0
1284,Clostridium~phage~phiCT19406A,Caudovirales,Myoviridae,Unassigned,215_0,Clustered,2,VC_215_0,2,0.4607,0.9410422,0.4335,1,1,1,1.0
1285,Clostridium~phage~phiCT19406B,Caudovirales,Siphoviridae,Unassigned,148_0,Clustered,3,VC_148_0,3,0.3742,0.99816766,0.3735,1,1,1,1.0
1286,Clostridium~phage~phiCT453B,Caudovirales,Siphoviridae,Unassigned,148_0,Clustered,3,VC_148_0,3,0.3742,0.99816766,0.3735,1,1,1,1.0
1287,Clostridium~phage~phiCTC2A,Caudovirales,Myoviridae,Unassigned,215_0,Clustered,2,VC_215_0,2,0.4607,0.9410422,0.4335,1,1,1,1.0
1288,Clostridium~phage~phiCTC2B,Caudovirales,Siphoviridae,Unassigned,148_0,Clustered,3,VC_148_0,3,0.3742,0.99816766,0.3735,1,1,1,1.0
1289,Clostridium~phage~phiCTP1,Caudovirales,Siphoviridae,Unassigned,679_0,Clustered,3,VC_679_0,3,0.5401,0.91557232,0.4945,1,1,1,1.0
1290,Clostridium~phage~phiMMP01,Caudovirales,Myoviridae,Cd119virus,273_1,Clustered,4,VC_273_1,4,0.2927,0.9999816,0.2927,1,1,1,1.0
1291,Clostridium~phage~phiMMP03,Caudovirales,Myoviridae,Cd119virus,273_1,Clustered,4,VC_273_1,4,0.2927,0.9999816,0.2927,1,1,1,1.0
1292,Clostridium~phage~phiMMP04,Caudovirales,Myoviridae,Unassigned,677_0,Clustered,5,VC_677_0,5,0.5666,0.99999988,0.5666,1,1,1,1.0
1293,Clostridium~phage~phiSM101,Caudovirales,Siphoviridae,Unassigned,446_0,Clustered,3,VC_446_0,3,0.2036,0.99681567,0.2029,1,1,1,1.0
1294,Clostridium~phage~phiZP2,Caudovirales,Podoviridae,Unassigned,678_0,Clustered,3,VC_678_0,3,0.8114,0.9595722,0.7786,1,1,1,1.0
1295,Clostridium~virus~phiC2,Caudovirales,Myoviridae,Cd119virus,273_1,Clustered,4,VC_273_1,4,0.2927,0.9999816,0.2927,1,1,1,1.0
1296,Clostridium~virus~phiCD119,Caudovirales,Myoviridae,Cd119virus,273_0,Clustered,2,VC_273_0,2,0.1066,0.95213526,0.1015,1,1,1,1.0
1297,Cronobacter~phage~CR5,Caudovirales,Myoviridae,Spn3virus,684_0,Clustered,3,VC_684_0,3,0.1207,0.99794921,0.1204,1,1,1,1.0
1298,Cronobacter~phage~Dev-CD-23823,Caudovirales,Podoviridae,Unassigned,35_0,Clustered,5,VC_35_0,5,0.2207,0.99999997,0.2207,1,1,1,1.0
1299,Cronobacter~phage~Dev2,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1300,Cronobacter~phage~ENT47670,Caudovirales,Myoviridae,Unassigned,54_1,Clustered,6,VC_54_1,6,0.0957,0.99996182,0.0957,1,3,2,0.6
1301,Cronobacter~phage~S13,Caudovirales,Myoviridae,Unassigned,59_12,Clustered,2,VC_59_12,2,0.0087,0.9576309,0.0083,1,2,2,1.0
1302,Cronobacter~phage~vB_CsaM_GAP161,Caudovirales,Myoviridae,Kp15virus,59_16,Clustered,8,VC_59_16,8,0.0622,1.0,0.0622,1,1,1,1.0
1303,Cronobacter~phage~vB_CsaM_GAP31,Caudovirales,Myoviridae,Se1virus,86_1,Clustered,2,VC_86_1,2,0.0559,0.94934953,0.0531,1,1,1,1.0
1304,Cronobacter~phage~vB_CsaP_GAP52,Caudovirales,Podoviridae,Unassigned,675_0,Clustered,2,VC_675_0,2,0.1809,0.95458158,0.1727,1,1,1,1.0
1305,Cronobacter~phage~vB_CskP_GAP227,Caudovirales,Podoviridae,Unassigned,35_0,Clustered,5,VC_35_0,5,0.2207,0.99999997,0.2207,1,1,1,1.0
1306,Cronobacter~virus~Esp2949-1,Caudovirales,Siphoviridae,Unassigned,297_0,Clustered,25,VC_297_0,25,0.7743,1.0,0.7743,6,1,1,0.9567
1307,Cyanophage~9515-10a,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
1308,Cyanophage~KBS-P-1A,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
1309,Cyanophage~KBS-S-2A,Unassigned,Unassigned,Unassigned,19_0,Clustered,14,VC_19_0,14,0.1181,1.0,0.1181,1,1,1,1.0
1310,Cyanophage~NATL1A-7,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
1311,Cyanophage~NATL2A-133,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
1312,Cyanophage~P-RSM1,Caudovirales,Myoviridae,Unassigned,64_13,Clustered,2,VC_64_13,2,0.011,0.95276115,0.0105,1,1,1,1.0
1313,Cyanophage~P-SSP2,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
1314,Cyanophage~PP,Caudovirales,Podoviridae,Unassigned,107_0,Clustered,4,VC_107_0,4,1.0,1.0,1.0,1,1,1,1.0
1315,Cyanophage~PSS2,Caudovirales,Siphoviridae,Unassigned,688_0,Clustered,2,VC_688_0,2,0.8136,0.87921671,0.7154,1,1,1,1.0
1316,Cyanophage~S-RIM50,Caudovirales,Myoviridae,Unassigned,64_6,Clustered,2,VC_64_6,2,0.0103,0.94310513,0.0097,1,1,1,1.0
1317,Cyanophage~SS120-1,Caudovirales,Podoviridae,Unassigned,363_0,Clustered,19,VC_363_0,19,0.4452,1.0,0.4452,1,1,1,1.0
1318,Cyanophage~Syn30,Caudovirales,Myoviridae,Unassigned,64_4,Clustered,3,VC_64_4,3,0.0208,0.9966868,0.0208,1,1,1,0.6667
1319,Deep-sea~thermophilic~phage~D6E,Unassigned,Unassigned,Unassigned,150_0,Clustered,2,VC_150_0,2,0.1372,0.95388796,0.1308,1,2,2,1.0
1320,Delftia~phage~IME-DE1,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1321,Delftia~phage~RG-2014,Caudovirales,Podoviridae,Unassigned,6_2,Clustered,13,VC_6_2,13,0.3979,1.0,0.3979,4,2,2,1.0
1322,Dickeya~phage~RC-2014,Caudovirales,Ackermannviridae,Limestonevirus,65_1,Clustered,19,VC_65_1,19,0.4194,1.0,0.4194,5,1,1,0.8772
1323,Dickeya~virus~Limestone,Caudovirales,Ackermannviridae,Limestonevirus,65_1,Clustered,19,VC_65_1,19,0.4194,1.0,0.4194,5,1,1,0.8772
1324,Edwardsiella~phage~GF-2,Caudovirales,Myoviridae,Unassigned,49_1,Clustered,12,VC_49_1,12,0.2944,1.0,0.2944,2,2,2,0.9091
1325,Edwardsiella~phage~KF-1,Caudovirales,Podoviridae,Kf1virus,689_0,Clustered,3,VC_689_0,3,1.0,1.0,1.0,1,1,1,1.0
1326,Edwardsiella~phage~MSW-3,Caudovirales,Myoviridae,Msw3virus,386_0,Clustered,9,VC_386_0,9,0.7964,1.0,0.7964,2,2,2,0.9444
1327,Edwardsiella~phage~PEi21,Caudovirales,Myoviridae,Msw3virus,386_0,Clustered,9,VC_386_0,9,0.7964,1.0,0.7964,2,2,2,0.9444
1328,Enterobacter~phage~Arya,Caudovirales,Myoviridae,Cvm10virus,120_0,Clustered,4,VC_120_0,4,0.2589,0.99998397,0.2589,1,1,1,1.0
1329,Enterobacter~phage~CC31,Caudovirales,Myoviridae,Cc31virus,59_3,Clustered,2,VC_59_3,2,0.0058,0.92766636,0.0054,1,1,1,1.0
1330,Enterobacter~phage~E-2,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1331,Enterobacter~phage~E-3,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1332,Enterobacter~phage~EcP1,Caudovirales,Podoviridae,Unassigned,6_0,Clustered,5,VC_6_0,5,0.1394,0.99999993,0.1394,2,1,1,1.0
1333,Enterobacter~phage~Enc34,Caudovirales,Siphoviridae,Unassigned,25_0,Clustered,11,VC_25_0,11,0.7675,1.0,0.7675,2,1,1,1.0
1334,Enterobacter~phage~PG7,Caudovirales,Myoviridae,Cc31virus,59_3,Clustered,2,VC_59_3,2,0.0058,0.92766636,0.0054,1,1,1,1.0
1335,Enterobacter~phage~Tyrion,Caudovirales,Podoviridae,Epsilon15virus,253_0,Clustered,5,VC_253_0,5,0.6175,0.99999967,0.6175,1,1,1,1.0
1336,Enterobacter~phage~phiEap-1,Caudovirales,Podoviridae,Kp32virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1337,Enterobacter~phage~phiEap-2,Caudovirales,Siphoviridae,Unassigned,73_0,Clustered,20,VC_73_0,20,0.7429,1.0,0.7429,4,2,2,1.0
1338,Enterobacteria~phage~13a,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1339,Enterobacteria~phage~285P,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1340,Enterobacteria~phage~9g,Caudovirales,Siphoviridae,Nonagvirus,23_0,Clustered,4,VC_23_0,4,0.4402,0.99997405,0.4402,1,1,1,1.0
1341,Enterobacteria~phage~BA14,Caudovirales,Podoviridae,T7virus,57_0,Clustered,62,VC_57_0,62,0.8483,1.0,0.8483,3,2,2,1.0
1342,Enterobacteria~phage~Bp7,Caudovirales,Myoviridae,Js98virus,59_7,Clustered,8,VC_59_7,8,0.0413,1.0,0.0413,1,1,1,1.0
