,Length,LogLength,Numgene,numVOG,numVOG3,pVOG/ORF,VQ3,ID,const,Virusness
BeeP-05-2013_NODE_125_length_2118_cov_6_977462,2118,3.325925955771466,6,2,2,0.33,0.33,Virsort,Lin,0.7418587361
BeeP-05-2013_NODE_138_length_2001_cov_4_314449,2001,3.3012470886362113,7,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-05-2013_NODE_140_length_1993_cov_3_420668,1993,3.2995072987004876,3,3,3,1.0,1.0,Diamond,Lin,0.7817856406
BeeP-05-2013_NODE_144_length_1973_cov_7_103903,1973,3.295127085252191,5,2,2,0.4,0.4,Virsort,Lin,0.6641097376
BeeP-05-2013_NODE_161_length_1838_cov_3_601931,1838,3.2643455070500926,5,5,5,1.0,1.0,Virsort,Lin,0.8580030222
BeeP-05-2013_NODE_16_length_7352_cov_6_741581,7352,3.8664054983780547,12,8,8,0.67,0.67,Diamond,Lin,0.24941492724
BeeP-05-2013_NODE_171_length_1805_cov_4_501736,1805,3.256477206241677,6,3,3,0.5,0.5,Virsort,Lin,0.6645159344
BeeP-05-2013_NODE_173_length_1770_cov_3_805670,1770,3.247973266361807,4,1,2,0.25,0.5,Virsort,Lin,0.8906215544
BeeP-05-2013_NODE_181_length_1745_cov_7_948441,1745,3.241795431295199,1,0,1,0.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_185_length_1724_cov_3_711597,1724,3.236537261488694,3,2,2,0.67,0.67,Virsort,Lin,0.6899939794
BeeP-05-2013_NODE_18_length_6955_cov_10_567607,6955,3.8422971343280654,5,4,4,0.8,0.8,Virsort,Lin,0.39140566070000005
BeeP-05-2013_NODE_192_length_1691_cov_1_869269,1691,3.2281436075977417,2,2,2,1.0,1.0,Diamond,Lin,0.90486167465
BeeP-05-2013_NODE_198_length_1663_cov_4_357503,1663,3.2208922492195193,1,1,1,1.0,1.0,Diamond,Lin,0.8794074920999999
BeeP-05-2013_NODE_19_length_6628_cov_12_488933,6628,3.821382499747299,9,5,5,0.56,0.56,Virsort,Lin,0.49749656893333327
BeeP-05-2013_NODE_1_length_24014_cov_51_703054,24014,4.3804645062977245,30,15,17,0.5,0.57,Virsort,Lin,0.5683191620181818
BeeP-05-2013_NODE_207_length_1615_cov_15_985046,1615,3.2081725266671217,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_21_length_6013_cov_6_524933,6013,3.779091203845499,6,2,2,0.33,0.33,Virsort,Lin,0.8774057086
BeeP-05-2013_NODE_237_length_1432_cov_2_048708,1432,3.1559430179718366,4,3,3,0.75,0.75,Virsort,Lin,0.924174576
BeeP-05-2013_NODE_246_length_1389_cov_2_635671,1389,3.1427022457376155,2,0,1,0.0,0.5,Diamond,Lin,0.0
BeeP-05-2013_NODE_255_length_1354_cov_6_890368,1354,3.1316186643491255,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-05-2013_NODE_26_length_5231_cov_5_048312,5231,3.718584720027436,12,2,2,0.17,0.17,Virsort,Lin,0.8073599379
BeeP-05-2013_NODE_278_length_1292_cov_6_314403,1292,3.1112625136590655,3,1,1,0.33,0.33,Diamond,Lin,0.0
BeeP-05-2013_NODE_293_length_1248_cov_2_661827,1248,3.0962145853464054,3,3,3,1.0,1.0,Diamond,Lin,1.0
BeeP-05-2013_NODE_2_length_22364_cov_11_609414,22364,4.349549483586635,19,3,4,0.16,0.21,Virsort,Lin,0.8934135597
BeeP-05-2013_NODE_322_length_1168_cov_2_208066,1168,3.0674428427763805,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_338_length_1137_cov_2_747170,1137,3.0557604646877348,4,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_347_length_1123_cov_2_903442,1123,3.050379756261458,4,3,3,0.75,0.75,Diamond,Lin,0.05896757326666668
BeeP-05-2013_NODE_349_length_1117_cov_1_774038,1117,3.048053173115609,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-05-2013_NODE_34_length_4095_cov_5_204828,4095,3.6122539060964374,8,2,2,0.25,0.25,Virsort,Lin,1.0
BeeP-05-2013_NODE_35_length_4077_cov_7_456000,4077,3.6103407114521566,8,2,2,0.25,0.25,Virsort,Lin,0.8802455264
BeeP-05-2013_NODE_375_length_1065_cov_5_042510,1065,3.0273496077747564,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_37_length_3986_cov_5_761064,3986,3.600537294364469,7,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-05-2013_NODE_380_length_1051_cov_1_866530,1051,3.021602716028242,4,2,2,0.5,0.5,Virsort,Lin,0.8934123459500001
BeeP-05-2013_NODE_39_length_3826_cov_9_504935,3826,3.582744965691277,5,1,1,0.2,0.2,Virsort,Lin,1.0
BeeP-05-2013_NODE_3_length_12110_cov_24_977562,12110,4.083144143143052,19,10,11,0.53,0.58,Virsort,Lin,0.6826904131444445
BeeP-05-2013_NODE_429_length_944_cov_3_618224,944,2.974971994298069,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_434_length_930_cov_3_643611,930,2.9684829485539352,3,2,2,0.67,0.67,Diamond,Lin,0.7119284294999999
BeeP-05-2013_NODE_440_length_921_cov_2_396919,921,2.964259630196849,2,2,2,1.0,1.0,Diamond,Lin,0.11441737199999999
BeeP-05-2013_NODE_446_length_909_cov_4_312500,909,2.9585638832219674,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_449_length_903_cov_2_449153,903,2.9556877503135057,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_464_length_876_cov_2_152691,876,2.9425041061680806,1,1,1,1.0,1.0,Diamond,Lin,0.9717245998999999
BeeP-05-2013_NODE_470_length_865_cov_1_110406,865,2.9370161074648142,1,1,1,1.0,1.0,Diamond,Lin,0.6649384649
BeeP-05-2013_NODE_475_length_858_cov_1_608195,858,2.9334872878487053,3,3,3,1.0,1.0,Diamond,Lin,0.764458273
BeeP-05-2013_NODE_47_length_3542_cov_10_371140,3542,3.549248556854056,4,3,3,0.75,0.75,Virsort,Lin,0.6912345005
BeeP-05-2013_NODE_486_length_842_cov_1_997386,842,2.9253120914996495,1,1,1,1.0,1.0,Diamond,Lin,0.99126158
BeeP-05-2013_NODE_487_length_838_cov_1_802891,838,2.9232440186302764,1,1,1,1.0,1.0,Diamond,Lin,0.2382817567
BeeP-05-2013_NODE_495_length_832_cov_1_847682,832,2.920123326290724,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-05-2013_NODE_530_length_791_cov_2_813725,791,2.8981764834976764,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_540_length_779_cov_1_457265,779,2.8915374576725643,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_544_length_772_cov_2_166906,772,2.887617300335736,2,2,2,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_555_length_762_cov_2_693431,762,2.8819549713396007,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_559_length_760_cov_1_853587,760,2.8808135922807914,2,2,2,1.0,1.0,Diamond,Lin,0.72214995755
BeeP-05-2013_NODE_582_length_745_cov_1_853293,745,2.8721562727482928,2,0,1,0.0,0.5,Diamond,Lin,0.0
BeeP-05-2013_NODE_599_length_729_cov_1_130368,729,2.8627275283179747,1,1,1,1.0,1.0,Diamond,Lin,0.5027766728
BeeP-05-2013_NODE_5_length_9805_cov_74_240646,9805,3.991447598003803,13,5,6,0.38,0.46,Virsort,Lin,0.436833195725
BeeP-05-2013_NODE_607_length_719_cov_1_573209,719,2.8567288903828825,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_61_length_3203_cov_3_885157,3203,3.5055569386638217,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_655_length_679_cov_2_338870,679,2.8318697742805017,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_659_length_675_cov_1_658863,675,2.829303772831025,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_67_length_3058_cov_9_438443,3058,3.485437481076301,7,5,5,0.71,0.71,Virsort,Lin,0.7047505934250001
BeeP-05-2013_NODE_694_length_651_cov_2_125436,651,2.8135809885681917,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_696_length_649_cov_2_477273,649,2.812244696800369,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_69_length_2993_cov_4_772977,2993,3.4761067168401913,8,3,3,0.38,0.38,Virsort,Lin,0.7418587361
BeeP-05-2013_NODE_716_length_629_cov_2_677536,629,2.798650645445269,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_72_length_2961_cov_6_250000,2961,3.471438407389299,7,2,2,0.29,0.29,Virsort,Lin,1.0
BeeP-05-2013_NODE_737_length_615_cov_1_672862,615,2.788875115775417,1,1,1,1.0,1.0,Diamond,Lin,0.1604260535
BeeP-05-2013_NODE_738_length_615_cov_1_157993,615,2.788875115775417,2,1,1,0.5,0.5,Diamond,Lin,0.9741730561
BeeP-05-2013_NODE_756_length_598_cov_2_101727,598,2.776701183988411,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_765_length_594_cov_1_437137,594,2.7737864449811935,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-05-2013_NODE_786_length_587_cov_1_352941,587,2.7686381012476144,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_789_length_585_cov_1_576772,585,2.7671558660821804,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_803_length_578_cov_2_802395,578,2.761927838420529,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-05-2013_NODE_813_length_571_cov_5_483806,571,2.756636108245848,1,1,1,1.0,1.0,Diamond,Lin,0.9845449163
BeeP-05-2013_NODE_81_length_2744_cov_2_762280,2744,3.438384107034714,5,4,4,0.8,0.8,Virsort,Lin,0.730141065825
BeeP-05-2013_NODE_84_length_2674_cov_5_428186,2674,3.4271614029259654,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-05-2013_NODE_851_length_554_cov_1_704403,554,2.74350976472843,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-05-2013_NODE_861_length_549_cov_1_042373,549,2.739572344450092,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_862_length_549_cov_0_934322,549,2.739572344450092,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_864_length_548_cov_1_070064,548,2.738780558484369,1,0,1,0.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_86_length_2604_cov_14_952117,2604,3.4156409798961542,3,2,3,0.67,1.0,Virsort,Lin,0.4693515887
BeeP-05-2013_NODE_871_length_543_cov_4_163090,543,2.734799829588847,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-05-2013_NODE_877_length_538_cov_1_555315,538,2.7307822756663893,2,1,1,0.5,0.5,Diamond,Lin,0.5736253655
BeeP-05-2013_NODE_8_length_9152_cov_12_124959,9152,3.961516011448949,12,7,7,0.58,0.58,Virsort,Lin,0.5319658559714285
BeeP-05-2013_NODE_947_length_510_cov_1_023095,510,2.7075701760979363,1,1,1,1.0,1.0,Diamond,Lin,0.9822448139
BeeP-05-2013_NODE_95_length_2490_cov_4_218815,2490,3.3961993470957363,4,3,3,0.75,0.75,Virsort,Lin,0.7544402508666667
BeeP-05-2013_NODE_969_length_501_cov_1_259434,501,2.699837725867246,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-05-2013_NODE_98_length_2457_cov_2_142017,2457,3.390405156480081,3,3,3,1.0,1.0,Virsort,Lin,0.548540287
BeeP-05-2013_NODE_9_length_8996_cov_12_661733,8996,3.9540494467635945,7,3,3,0.43,0.43,Virsort,Lin,0.6586334428
BeeP-06-2013_NODE_102_length_2126_cov_8_751098,2126,3.327563260187278,4,2,2,0.5,0.5,Virsort,Lin,0.714721694
BeeP-06-2013_NODE_107_length_2108_cov_4_967011,2108,3.323870606540509,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_113_length_2073_cov_5_058116,2073,3.3165993020938607,3,1,1,0.33,0.33,Diamond,Lin,0.3060238265
BeeP-06-2013_NODE_124_length_2005_cov_2_720954,2005,3.302114376956201,3,3,3,1.0,1.0,Diamond,Lin,0.6057886545000001
BeeP-06-2013_NODE_133_length_1962_cov_4_110345,1962,3.29269900304393,3,2,2,0.67,0.67,Diamond,Lin,1.0
BeeP-06-2013_NODE_167_length_1655_cov_4_614702,1655,3.2187979981117376,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-06-2013_NODE_179_length_1603_cov_6_266710,1603,3.204933522354145,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-06-2013_NODE_1_length_28373_cov_138_815486,28373,4.452905258057521,51,8,8,0.16,0.16,Diamond,Circ,0.636780663157143
BeeP-06-2013_NODE_214_length_1396_cov_4_003033,1396,3.144885418287142,2,1,1,0.5,0.5,Virsort,Lin,0.0
BeeP-06-2013_NODE_215_length_1395_cov_9_066009,1395,3.144574207609616,1,1,1,1.0,1.0,Diamond,Lin,0.8327070545999999
BeeP-06-2013_NODE_231_length_1333_cov_4_587580,1333,3.1248301494138593,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_269_length_1216_cov_5_694469,1216,3.084933574936716,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_281_length_1186_cov_3_077547,1186,3.074084689028244,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_282_length_1177_cov_7_468182,1177,3.0707764628434346,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_287_length_1154_cov_2_399257,1154,3.0622058088197126,3,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-06-2013_NODE_29_length_3334_cov_6_877188,3334,3.5229655954919865,2,2,2,1.0,1.0,Diamond,Lin,0.0
BeeP-06-2013_NODE_339_length_1037_cov_3_355208,1037,3.015778756389041,3,2,2,0.67,0.67,Virsort,Lin,0.98147075855
BeeP-06-2013_NODE_359_length_990_cov_2_564074,990,2.9956351945975497,3,2,2,0.67,0.67,Diamond,Lin,0.6679096200000001
BeeP-06-2013_NODE_36_length_3207_cov_13_949201,3207,3.5060989599284405,10,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-06-2013_NODE_38_length_3105_cov_4_913474,3105,3.492061604512599,4,1,2,0.25,0.5,Diamond,Lin,1.0
BeeP-06-2013_NODE_398_length_923_cov_1_595745,923,2.965201701025912,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-06-2013_NODE_39_length_3085_cov_6_438830,3085,3.4892551683692603,7,4,4,0.57,0.57,Virsort,Lin,0.5660605488666667
BeeP-06-2013_NODE_438_length_866_cov_3_221800,866,2.937517892017347,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-06-2013_NODE_476_length_815_cov_1_485095,815,2.9111576087399764,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_51_length_2887_cov_4_079715,2887,3.4604467838807205,4,1,2,0.25,0.5,Virsort,Lin,1.0
BeeP-06-2013_NODE_52_length_2869_cov_6_349212,2869,3.4577305482459986,8,2,2,0.25,0.25,Virsort,Lin,1.0
BeeP-06-2013_NODE_533_length_771_cov_1_740634,771,2.8870543780509568,2,1,1,0.5,0.5,Diamond,Lin,0.8794074920999999
BeeP-06-2013_NODE_540_length_764_cov_1_542940,764,2.8830933585756897,3,1,1,0.33,0.33,Diamond,Lin,0.0
BeeP-06-2013_NODE_546_length_759_cov_5_856305,759,2.88024177589548,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-06-2013_NODE_55_length_2745_cov_13_562969,2745,3.4385423487861106,9,1,1,0.11,0.11,Virsort,Lin,0.0
BeeP-06-2013_NODE_618_length_681_cov_2_246689,681,2.833147111912785,2,2,2,1.0,1.0,Diamond,Lin,0.9370683874000001
BeeP-06-2013_NODE_654_length_643_cov_2_212014,643,2.808210972924222,2,2,2,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_659_length_639_cov_2_967972,639,2.8055008581584002,1,1,1,1.0,1.0,Diamond,Lin,0.2382817567
BeeP-06-2013_NODE_680_length_623_cov_0_871795,623,2.7944880466591697,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-06-2013_NODE_704_length_606_cov_1_863894,606,2.782472624166286,3,1,2,0.33,0.67,Diamond,Lin,0.0
BeeP-06-2013_NODE_72_length_2463_cov_5_668064,2463,3.3914644118391033,5,3,3,0.6,0.6,Virsort,Lin,0.7335916976
BeeP-06-2013_NODE_797_length_536_cov_2_440087,536,2.72916478969277,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-06-2013_NODE_798_length_533_cov_1_385965,533,2.7267272090265724,2,2,2,1.0,1.0,Diamond,Lin,0.83847594235
BeeP-06-2013_NODE_803_length_527_cov_2_406667,527,2.7218106152125467,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-06-2013_NODE_814_length_521_cov_3_299550,521,2.7168377232995247,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-06-2013_NODE_820_length_519_cov_2_441176,519,2.7151673578484576,1,1,1,1.0,1.0,Diamond,Lin,0.16504863949999998
BeeP-06-2013_NODE_98_length_2174_cov_3_661898,2174,3.3372595397502756,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-07-2013_NODE_47_length_1224_cov_7_928509,1224,3.087781417809542,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-08-2013_NODE_12_length_2519_cov_9_964783,2519,3.401228167498113,7,7,7,1.0,1.0,Virsort,Lin,0.74049219982
BeeP-08-2013_NODE_23_length_1969_cov_10_245243,1969,3.2942457161381182,5,4,4,0.8,0.8,Virsort,Lin,0.42875759375
BeeP-08-2013_NODE_25_length_1878_cov_3_731816,1878,3.273695587930092,3,2,2,0.67,0.67,Virsort,Lin,0.60314929605
BeeP-08-2013_NODE_3_length_3541_cov_10_693995,3541,3.5491259267581112,9,4,4,0.44,0.44,Virsort,Lin,0.505415570975
BeeP-08-2013_NODE_42_length_1534_cov_10_426905,1534,3.185825359612962,3,2,3,0.67,1.0,Virsort,Lin,0.7119284294999999
BeeP-08-2013_NODE_7_length_2978_cov_8_323337,2978,3.473924693416157,11,2,2,0.18,0.18,Virsort,Lin,0.7053086687
BeeP-08-2013_NODE_9_length_2773_cov_13_231454,2773,3.4429498695778618,9,6,6,0.67,0.67,Virsort,Lin,0.2311863567
BeeP-09-2013_NODE_53_length_567_cov_1_469388,567,2.7535830588929064,1,1,1,1.0,1.0,Diamond,Lin,0.7284275077
BeeP-09-2013_NODE_6_length_6240_cov_56_751420,6240,3.795184589682424,3,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-10-2013_NODE_12_length_2859_cov_6_048167,2859,3.456214155357989,4,1,2,0.25,0.5,Virsort,Lin,0.3060238265
BeeP-10-2013_NODE_155_length_572_cov_2_961616,572,2.7573960287930244,1,1,1,1.0,1.0,Diamond,Lin,0.4026202479
BeeP-10-2013_NODE_18_length_2230_cov_8_431955,2230,3.3483048630481607,4,3,3,0.75,0.75,Virsort,Lin,0.41741795500000006
BeeP-10-2013_NODE_2_length_6894_cov_9_716151,6894,3.838471279071929,12,2,4,0.17,0.33,Virsort,Lin,0.0
BeeP-10-2013_NODE_3_length_5262_cov_3_458245,5262,3.721150843749684,8,2,4,0.25,0.5,Virsort,Lin,0.7117581231
BeeP-11-2013_NODE_10011_length_517_cov_1_722727,517,2.7134905430939424,1,1,1,1.0,1.0,Diamond,Lin,0.9418784056
BeeP-11-2013_NODE_10012_length_517_cov_1_684091,517,2.7134905430939424,2,1,1,0.5,0.5,Diamond,Lin,0.48072971600000003
BeeP-11-2013_NODE_10014_length_517_cov_1_645455,517,2.7134905430939424,1,1,1,1.0,1.0,Diamond,Lin,0.7702640111
BeeP-11-2013_NODE_10027_length_516_cov_4_405467,516,2.7126497016272113,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_1002_length_1818_cov_3_128087,1818,3.2595938788859486,5,4,4,0.8,0.8,Virsort,Lin,0.8393832910000001
BeeP-11-2013_NODE_10039_length_516_cov_2_234624,516,2.7126497016272113,2,1,1,0.5,0.5,Diamond,Lin,0.8457874242
BeeP-11-2013_NODE_10050_length_516_cov_1_624146,516,2.7126497016272113,2,1,1,0.5,0.5,Diamond,Lin,0.7338628796
BeeP-11-2013_NODE_10051_length_516_cov_1_612756,516,2.7126497016272113,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10053_length_516_cov_1_473804,516,2.7126497016272113,1,1,1,1.0,1.0,Diamond,Lin,0.1988778257
BeeP-11-2013_NODE_10056_length_516_cov_1_384966,516,2.7126497016272113,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10060_length_516_cov_1_111617,516,2.7126497016272113,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10061_length_516_cov_1_086560,516,2.7126497016272113,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_10077_length_515_cov_2_415525,515,2.711807229041191,2,2,2,1.0,1.0,Diamond,Lin,0.0132256347
BeeP-11-2013_NODE_1007_length_1811_cov_3_285467,1811,3.2579184503140586,3,3,3,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_10086_length_515_cov_1_648402,515,2.711807229041191,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_1008_length_1810_cov_4_703982,1810,3.2576785748691846,5,1,1,0.2,0.2,Diamond,Lin,0.1847495914
BeeP-11-2013_NODE_10091_length_515_cov_1_417808,515,2.711807229041191,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10098_length_515_cov_1_070776,515,2.711807229041191,1,1,1,1.0,1.0,Diamond,Lin,0.548889166
BeeP-11-2013_NODE_1009_length_1809_cov_11_408199,1809,3.257438566859814,7,1,2,0.14,0.29,Virsort,Lin,0.2748425788
BeeP-11-2013_NODE_100_length_8866_cov_9_449767,8866,3.9477277269633158,18,11,11,0.61,0.61,Virsort,Lin,0.77035122369
BeeP-11-2013_NODE_10106_length_514_cov_3_814645,514,2.710963118995276,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10107_length_514_cov_3_375286,514,2.710963118995276,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_10108_length_514_cov_3_267735,514,2.710963118995276,2,2,2,1.0,1.0,Diamond,Lin,0.6185963059
BeeP-11-2013_NODE_10128_length_514_cov_1_846682,514,2.710963118995276,1,1,1,1.0,1.0,Diamond,Lin,0.2382817567
BeeP-11-2013_NODE_1012_length_1808_cov_4_152513,1808,3.2571984261393445,7,0,0,0.0,0.0,Virsort,Lin,0.0
BeeP-11-2013_NODE_10138_length_514_cov_1_427918,514,2.710963118995276,2,0,1,0.0,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_10150_length_514_cov_0_892449,514,2.710963118995276,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_10153_length_513_cov_5_309633,513,2.7101173651118162,3,1,1,0.33,0.33,Diamond,Lin,1.0
BeeP-11-2013_NODE_10154_length_513_cov_5_034404,513,2.7101173651118162,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_10160_length_513_cov_3_006881,513,2.7101173651118162,2,1,1,0.5,0.5,Diamond,Lin,1.0
BeeP-11-2013_NODE_10173_length_513_cov_2_036697,513,2.7101173651118162,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_1017_length_1804_cov_3_959467,1804,3.256236533205923,1,1,1,1.0,1.0,Diamond,Lin,0.9864725736
BeeP-11-2013_NODE_10190_length_513_cov_1_444954,513,2.7101173651118162,1,1,1,1.0,1.0,Diamond,Lin,0.941679018
BeeP-11-2013_NODE_1019_length_1803_cov_6_129200,1803,3.255995726722402,9,1,1,0.11,0.11,Virsort,Lin,1.0
BeeP-11-2013_NODE_101_length_8830_cov_22_021136,8830,3.9459607035775686,16,7,8,0.44,0.5,Virsort,Lin,0.5246505332142857
BeeP-11-2013_NODE_10201_length_512_cov_5_933333,512,2.709269960975831,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_1020_length_1803_cov_5_203940,1803,3.255995726722402,3,1,2,0.33,0.67,Diamond,Lin,0.2567714889
BeeP-11-2013_NODE_10214_length_512_cov_2_420690,512,2.709269960975831,2,1,1,0.5,0.5,Diamond,Lin,0.3190172475
BeeP-11-2013_NODE_1021_length_1802_cov_6_662029,1802,3.255754786643044,3,2,3,0.67,1.0,Diamond,Lin,0.8769711782499999
BeeP-11-2013_NODE_10220_length_512_cov_2_112644,512,2.709269960975831,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10229_length_512_cov_1_524138,512,2.709269960975831,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10237_length_511_cov_24_271889,511,2.708420900134713,2,1,2,0.5,1.0,Diamond,Lin,0.8354126436
BeeP-11-2013_NODE_10264_length_511_cov_1_976959,511,2.708420900134713,1,1,1,1.0,1.0,Diamond,Lin,0.9447495348999999
BeeP-11-2013_NODE_10270_length_511_cov_1_594470,511,2.708420900134713,2,1,1,0.5,0.5,Diamond,Lin,0.0
BeeP-11-2013_NODE_10271_length_511_cov_1_578341,511,2.708420900134713,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10272_length_511_cov_1_536866,511,2.708420900134713,1,1,1,1.0,1.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10282_length_511_cov_1_138249,511,2.708420900134713,1,1,1,1.0,1.0,Diamond,Lin,0.9717245998999999
BeeP-11-2013_NODE_10290_length_510_cov_4_875289,510,2.7075701760979363,1,1,1,1.0,1.0,Diamond,Lin,0.6819588282
BeeP-11-2013_NODE_1029_length_1793_cov_3_504662,1793,3.253580289562183,3,1,2,0.33,0.67,Diamond,Lin,0.6208161042
BeeP-11-2013_NODE_102_length_8689_cov_18_793196,8689,3.93896979722289,14,10,11,0.71,0.79,Virsort,Lin,0.7344564506857143
BeeP-11-2013_NODE_10300_length_510_cov_2_524249,510,2.7075701760979363,1,1,1,1.0,1.0,Diamond,Lin,1.0
BeeP-11-2013_NODE_10314_length_510_cov_1_755196,510,2.7075701760979363,1,1,1,1.0,1.0,Diamond,Lin,0.0449668325
BeeP-11-2013_NODE_10324_length_510_cov_1_314088,510,2.7075701760979363,2,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10330_length_510_cov_1_050808,510,2.7075701760979363,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10333_length_510_cov_0_942263,510,2.7075701760979363,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_10337_length_509_cov_3_423611,509,2.7067177823367587,1,0,0,0.0,0.0,Diamond,Lin,0.0
BeeP-11-2013_NODE_1033_length_1790_cov_11_423234,1790,3.2528530309798933,5,3,3,0.6,0.6,Diamond,Lin,0.9405173586333334
BeeP-11-2013_NODE_10348_length_509_cov_2_495370,509,2.7067177823367587,2,2,2,1.0,1.0,Diamond,Lin,0.8586180191
